righthipyaw,righthiproll,righthippitch,rightknee,rightankleroll,rightanklepitch,time
0,0.495236,0.162763,0.240359,0.865494,0.077595,1.6
0,0.495228,0.174969,0.21165,0.865473,0.03668,1.616
0,0.495237,0.184082,0.17746,0.865495,0.006621,1.632
0,0.49526,0.188407,0.136616,0.865555,0.05179,1.648
0,0.495298,0.995421,-0.015437,0.865712,0.097954,1.664
0,0.0349066,0.715585,-0.872665,0,0.436332,1.68
0,0.0349066,0.715585,-0.872665,0,0.436332,1.696
0,0.0349066,0.715585,-0.872665,0,0.436332,1.712
0,0.0349066,0.715585,-0.872665,0,0.436332,1.728
0,0.495015,-0.033352,-0.067389,0.864926,0.034036,1.744
0,0.495029,-0.044672,-0.090879,0.864961,0.046206,1.76
0,0.495041,-0.05184,-0.107092,0.864991,0.055251,1.776
0,0.495051,-0.056638,-0.119447,0.865018,0.062808,1.792
0,0.49506,-0.059903,-0.129465,0.865041,0.069562,1.808
0,0.495069,-0.062176,-0.138082,0.865064,0.075905,1.824
0,0.495078,-0.063874,-0.145988,0.865086,0.082113,1.84
0,0.495087,-0.065353,-0.153759,0.865109,0.088405,1.856
0,0.495097,-0.066926,-0.161899,0.865136,0.094972,1.872
0,0.495109,-0.068876,-0.170858,0.865166,0.101981,1.888
0,0.495123,-0.07145,-0.181026,0.865203,0.109575,1.904
0,0.49514,-0.07486,-0.192729,0.865247,0.117868,1.92
0,0.495162,-0.079277,-0.206221,0.865301,0.126944,1.936
0,0.495187,-0.084829,-0.221684,0.865367,0.136854,1.952
0,0.495218,-0.091608,-0.23923,0.865447,0.147621,1.968
0,0.495256,-0.099673,-0.258915,0.865544,0.159242,1.984
0,0.495301,-0.109052,-0.280751,0.865659,0.171698,2
0,0.495354,-0.119759,-0.304715,0.865795,0.184956,2.016
0,0.495416,-0.131787,-0.330768,0.865955,0.19898,2.032
0,0.495489,-0.145122,-0.358854,0.866143,0.213731,2.048
0,0.495574,-0.133619,-0.380124,0.86636,0.246504,2.064
0,0.495574,0.133619,0.380124,0.86636,0.246504,2.08
0,0.495461,0.127262,0.34425,0.866071,0.216987,2.096
0,0.495373,0.129273,0.314648,0.865845,0.185375,2.112
0,0.495307,0.137504,0.289267,0.865676,0.151763,2.128
0,0.495262,0.149499,0.265426,0.86556,0.115926,2.144
0,0.495236,0.162763,0.240359,0.865494,0.077595,2.16
0,0.495228,0.174969,0.21165,0.865473,0.03668,2.176
0,0.495237,0.184082,0.17746,0.865495,0.006621,2.192
0,0.49526,0.188407,0.136616,0.865555,0.05179,2.208
0,0.495298,0.995421,-0.015437,0.865712,0.097954,2.224
0,0.0349066,0.715585,-0.872665,0,0.436332,2.24
0,0.0349066,0.715585,-0.872665,0,0.436332,2.256
0,0.0349066,0.715585,-0.872665,0,0.436332,2.272
0,0.0349066,0.715585,-0.872665,0,0.436332,2.288
0,0.495015,-0.033352,-0.067389,0.864926,0.034036,2.304
0,0.495029,-0.044672,-0.090879,0.864961,0.046206,2.32
0,0.495041,-0.05184,-0.107092,0.864991,0.055251,2.336
0,0.495051,-0.056638,-0.119447,0.865018,0.062808,2.352
0,0.49506,-0.059903,-0.129465,0.865041,0.069562,2.368
0,0.495069,-0.062176,-0.138082,0.865064,0.075905,2.384
0,0.495078,-0.063874,-0.145988,0.865086,0.082113,2.4
0,0.495087,-0.065353,-0.153759,0.865109,0.088405,2.416
0,0.495097,-0.066926,-0.161899,0.865136,0.094972,2.432
0,0.495109,-0.068876,-0.170858,0.865166,0.101981,2.448
0,0.495123,-0.07145,-0.181026,0.865203,0.109575,2.464
0,0.49514,-0.07486,-0.192729,0.865247,0.117868,2.48
0,0.495162,-0.079277,-0.206221,0.865301,0.126944,2.496
0,0.495187,-0.084829,-0.221684,0.865367,0.136854,2.512
0,0.495218,-0.091608,-0.23923,0.865447,0.147621,2.528
0,0.495256,-0.099673,-0.258915,0.865544,0.159242,2.544
0,0.495301,-0.109052,-0.280751,0.865659,0.171698,2.56
0,0.495354,-0.119759,-0.304715,0.865795,0.184956,2.576
0,0.495416,-0.131787,-0.330768,0.865955,0.19898,2.592
0,0.495489,-0.145122,-0.358854,0.866143,0.213731,2.608
0,0.495574,-0.133619,-0.380124,0.86636,0.246504,2.624
0,0.495574,0.133619,0.380124,0.86636,0.246504,2.64
0,0.495461,0.127262,0.34425,0.866071,0.216987,2.656
0,0.495373,0.129273,0.314648,0.865845,0.185375,2.672
0,0.495307,0.137504,0.289267,0.865676,0.151763,2.688
0,0.495262,0.149499,0.265426,0.86556,0.115926,2.704
0,0.495236,0.162763,0.240359,0.865494,0.077595,2.72
0,0.495228,0.174969,0.21165,0.865473,0.03668,2.736
0,0.495237,0.184082,0.17746,0.865495,0.006621,2.752
0,0.49526,0.188407,0.136616,0.865555,0.05179,2.768
0,0.495298,0.995421,-0.015437,0.865712,0.097954,2.784
0,0.0349066,0.715585,-0.872665,0,0.436332,2.8
0,0.0349066,0.715585,-0.872665,0,0.436332,2.816
0,0.0349066,0.715585,-0.872665,0,0.436332,2.832
0,0.0349066,0.715585,-0.872665,0,0.436332,2.848
0,0.495015,-0.033352,-0.067389,0.864926,0.034036,2.864
0,0.495029,-0.044672,-0.090879,0.864961,0.046206,2.88
0,0.495041,-0.05184,-0.107092,0.864991,0.055251,2.896
0,0.495051,-0.056638,-0.119447,0.865018,0.062808,2.912
0,0.49506,-0.059903,-0.129465,0.865041,0.069562,2.928
0,0.495069,-0.062176,-0.138082,0.865064,0.075905,2.944
0,0.495078,-0.063874,-0.145988,0.865086,0.082113,2.96
0,0.495087,-0.065353,-0.153759,0.865109,0.088405,2.976
0,0.495097,-0.066926,-0.161899,0.865136,0.094972,2.992
0,0.495109,-0.068876,-0.170858,0.865166,0.101981,3.008
0,0.495123,-0.07145,-0.181026,0.865203,0.109575,3.024
0,0.49514,-0.07486,-0.192729,0.865247,0.117868,3.04
0,0.495162,-0.079277,-0.206221,0.865301,0.126944,3.056
0,0.495187,-0.084829,-0.221684,0.865367,0.136854,3.072
0,0.495218,-0.091608,-0.23923,0.865447,0.147621,3.088
0,0.495256,-0.099673,-0.258915,0.865544,0.159242,3.104
0,0.495301,-0.109052,-0.280751,0.865659,0.171698,3.12
0,0.495354,-0.119759,-0.304715,0.865795,0.184956,3.136
0,0.495416,-0.131787,-0.330768,0.865955,0.19898,3.152
0,0.495489,-0.145122,-0.358854,0.866143,0.213731,3.168
0,0.495574,-0.133619,-0.380124,0.86636,0.246504,3.184
0,0.495574,0.133619,0.380124,0.86636,0.246504,3.2
0,0.495461,0.127262,0.34425,0.866071,0.216987,3.216
0,0.495373,0.129273,0.314648,0.865845,0.185375,3.232
0,0.495307,0.137504,0.289267,0.865676,0.151763,3.248
0,0.495262,0.149499,0.265426,0.86556,0.115926,3.264
0,0.495236,0.162763,0.240359,0.865494,0.077595,3.28
0,0.495228,0.174969,0.21165,0.865473,0.03668,3.296
0,0.495237,0.184082,0.17746,0.865495,0.006621,3.312
0,0.49526,0.188407,0.136616,0.865555,0.05179,3.328
0,0.495298,0.995421,-0.015437,0.865712,0.097954,3.344
0,0.0349066,0.715585,-0.872665,0,0.436332,3.36
0,0.0349066,0.715585,-0.872665,0,0.436332,3.376
0,0.0349066,0.715585,-0.872665,0,0.436332,3.392
0,0.0349066,0.715585,-0.872665,0,0.436332,3.408
0,0.495015,-0.033352,-0.067389,0.864926,0.034036,3.424
0,0.495029,-0.044672,-0.090879,0.864961,0.046206,3.44
0,0.495041,-0.05184,-0.107092,0.864991,0.055251,3.456
0,0.495051,-0.056638,-0.119447,0.865018,0.062808,3.472
0,0.49506,-0.059903,-0.129465,0.865041,0.069562,3.488
0,0.495069,-0.062176,-0.138082,0.865064,0.075905,3.504
0,0.495078,-0.063874,-0.145988,0.865086,0.082113,3.52
0,0.495087,-0.065353,-0.153759,0.865109,0.088405,3.536
0,0.495097,-0.066926,-0.161899,0.865136,0.094972,3.552
0,0.495109,-0.068876,-0.170858,0.865166,0.101981,3.568
0,0.495123,-0.07145,-0.181026,0.865203,0.109575,3.584
0,0.49514,-0.07486,-0.192729,0.865247,0.117868,3.6
0,0.495162,-0.079277,-0.206221,0.865301,0.126944,3.616
0,0.495187,-0.084829,-0.221684,0.865367,0.136854,3.632
0,0.495218,-0.091608,-0.23923,0.865447,0.147621,3.648
0,0.495256,-0.099673,-0.258915,0.865544,0.159242,3.664
0,0.495301,-0.109052,-0.280751,0.865659,0.171698,3.68
0,0.495354,-0.119759,-0.304715,0.865795,0.184956,3.696
0,0.495416,-0.131787,-0.330768,0.865955,0.19898,3.712
0,0.495489,-0.145122,-0.358854,0.866143,0.213731,3.728
0,0.495574,-0.133619,-0.380124,0.86636,0.246504,3.744
