37.0,-7.5,9.0
38.86,-7.5,9.0
40.72,-7.499999999999999,9.0
42.58,-7.5,9.0
44.44,-7.5,9.000000000000002
46.300000000000004,-7.5,9.0
48.160000000000004,-7.5,9.0
50.02,-7.5,9.0
51.879999999999995,-7.5,9.0
53.74,-7.5,9.0
55.6,-7.5,9.0
57.46,-7.5,9.0
59.32,-7.5,9.0
61.18000000000001,-7.5,9.0
63.040000000000006,-7.5,9.0
64.9,-7.5,9.0
66.75999999999999,-7.5,9.0
68.62,-7.5,9.0
70.47999999999999,-7.5,9.0
72.34,-7.5,9.0
74.2,-7.5,9.0
76.06,-7.5,9.0
77.92,-7.5,9.0
79.78,-7.500000000000001,9.0
81.64,-7.5,9.0
83.5,-7.5,9.0
85.36000000000001,-7.5,9.0
87.22,-7.5,9.0
89.08000000000001,-7.5,9.0
90.94,-7.5,9.0
92.8,-7.5,9.0
94.66,-7.5,9.0
96.52000000000001,-7.5,9.0
98.38,-7.5,9.0
100.24000000000001,-7.5,9.0
102.10000000000001,-7.5,9.0
103.96,-7.5,9.0
105.82000000000001,-7.5,9.0
107.67999999999999,-7.5,9.0
109.54,-7.5,9.0
111.4,-7.5,9.0
113.26,-7.5,9.0
115.12,-7.5,9.0
116.98,-7.5,9.0
118.84,-7.5,9.0
120.7,-7.5,9.0
122.56,-7.5,9.0
124.42,-7.5,9.0
126.28,-7.5,9.0
128.14,-7.5,9.0
