1.15,-7.5,6.009999999999991
1.04,-7.5,6.199999999999989
0.72,-7.5,6.360000000000014
0.23,-7.5,6.5
-0.41,-7.5,6.6200000000000045
-1.17,-7.5,6.740000000000009
-2.03,-7.5,6.860000000000014
-2.97,-7.5,6.990000000000009
-3.96,-7.5,7.1200000000000045
-5.01,-7.5,7.289999999999964
-6.09,-7.5,7.479999999999961
-7.21,-7.5,7.7099999999999795
-8.34,-7.5,8.0
-9.51,-7.5,8.349999999999966
-10.7,-7.5,8.769999999999982
-11.91,-7.5,9.279999999999973
-13.17,-7.5,9.879999999999995
-14.47,-7.5,10.589999999999975
-15.84,-7.5,11.420000000000016
-17.28,-7.5,12.389999999999986
-18.82,-7.5,13.509999999999991
-18.51,-7.5,13.349999999999966
-18.18,-7.5,13.189999999999998
-17.82,-7.5,13.029999999999973
-17.44,-7.5,12.879999999999995
-17.03,-7.5,12.729999999999961
-16.61,-7.5,12.579999999999984
-16.16,-7.5,12.439999999999998
-15.7,-7.5,12.300000000000011
-15.21,-7.5,12.159999999999968
-14.7,-7.5,12.019999999999982
-14.17,-7.5,11.889999999999986
-13.62,-7.5,11.759999999999991
-13.06,-7.5,11.639999999999986
-12.47,-7.5,11.519999999999982
-11.87,-7.5,11.399999999999977
-11.25,-7.5,11.279999999999973
-10.61,-7.5,11.170000000000016
-9.95,-7.5,11.060000000000002
-9.28,-7.5,10.949999999999989
-8.59,-7.5,10.849999999999966
-7.89,-7.5,10.75
-7.17,-7.5,10.649999999999977
-6.44,-7.5,10.550000000000011
-5.69,-7.5,10.45999999999998
-4.93,-7.5,10.370000000000005
-4.15,-7.5,10.279999999999973
-3.36,-7.5,10.199999999999989
-2.56,-7.5,10.120000000000005
-1.75,-7.5,10.039999999999964
-0.92,-7.5,9.96999999999997
-0.09,-7.5,9.889999999999986
0.76,-7.5,9.819999999999993
1.62,-7.5,9.759999999999991
2.49,-7.5,9.689999999999998
3.36,-7.5,9.629999999999995
4.25,-7.5,9.569999999999993
5.15,-7.5,9.509999999999991
6.05,-7.5,9.45999999999998
6.96,-7.5,9.409999999999968
7.88,-7.5,9.360000000000014
8.81,-7.5,9.310000000000002
9.75,-7.5,9.269999999999982
10.69,-7.5,9.229999999999961
11.63,-7.5,9.189999999999998
12.58,-7.5,9.149999999999977
13.54,-7.5,9.120000000000005
14.5,-7.5,9.089999999999975
15.47,-7.5,9.060000000000002
16.44,-7.5,9.039999999999964
17.41,-7.5,9.009999999999991
18.39,-7.5,8.990000000000009
19.37,-7.5,8.96999999999997
20.35,-7.5,8.949999999999989
21.33,-7.5,8.939999999999998
22.32,-7.5,8.930000000000007
23.3,-7.5,8.920000000000016
24.29,-7.5,8.909999999999968
25.27,-7.5,8.909999999999968
26.26,-7.5,8.899999999999977
27.24,-7.5,8.899999999999977
28.23,-7.5,8.909999999999968
29.21,-7.5,8.909999999999968
30.19,-7.5,8.920000000000016
31.16,-7.5,8.920000000000016
32.14,-7.5,8.930000000000007
33.11,-7.5,8.949999999999989
34.08,-7.5,8.95999999999998
35.04,-7.5,8.979999999999961
36.0,-7.5,9.0
36.95,-7.5,9.019999999999982
37.9,-7.5,9.039999999999964
38.84,-7.5,9.069999999999993
39.78,-7.5,9.089999999999975
40.71,-7.5,9.120000000000005
41.63,-7.5,9.149999999999977
42.55,-7.5,9.180000000000007
43.45,-7.5,9.21999999999997
44.35,-7.5,9.259999999999991
45.24,-7.5,9.289999999999964
46.12,-7.5,9.339999999999975
46.99,-7.5,9.379999999999995
47.86,-7.5,9.420000000000016
48.71,-7.5,9.46999999999997
49.55,-7.5,9.519999999999982
50.38,-7.5,9.569999999999993
51.19,-7.5,9.620000000000005
52.0,-7.5,9.670000000000016
52.79,-7.5,9.71999999999997
53.57,-7.5,9.779999999999973
54.34,-7.5,9.839999999999975
55.09,-7.5,9.899999999999977
55.83,-7.5,9.95999999999998
56.55,-7.5,10.019999999999982
57.26,-7.5,10.089999999999975
57.95,-7.5,10.159999999999968
58.63,-7.5,10.21999999999997
59.29,-7.5,10.289999999999964
59.93,-7.5,10.360000000000014
60.56,-7.5,10.439999999999998
